USD|AUD|2023-11-28|SPOT|1.45857900|TREASURY|N|ORA_ERP|WWI_GEN|2024-12-31|WWI_GEN|2024-12-31
USD|CAD|2023-11-28|SPOT|1.34546600|TREASURY|N|ORA_ERP|WWI_GEN|2024-12-31|WWI_GEN|2024-12-31
USD|EUR|2023-11-28|SPOT|0.90931200|TREASURY|N|ORA_ERP|WWI_GEN|2024-12-31|WWI_GEN|2024-12-31
USD|GBP|2023-11-28|SPOT|0.76648300|TREASURY|N|ORA_ERP|WWI_GEN|2024-12-31|WWI_GEN|2024-12-31
USD|JPY|2023-11-28|SPOT|112.12187200|TREASURY|N|ORA_ERP|WWI_GEN|2024-12-31|WWI_GEN|2024-12-31
USD|MXN|2023-11-28|SPOT|20.32295300|TREASURY|N|ORA_ERP|WWI_GEN|2024-12-31|WWI_GEN|2024-12-31
USD|NZD|2023-11-28|SPOT|1.54297900|TREASURY|N|ORA_ERP|WWI_GEN|2024-12-31|WWI_GEN|2024-12-31
USD|SGD|2023-11-28|SPOT|1.40032600|TREASURY|N|ORA_ERP|WWI_GEN|2024-12-31|WWI_GEN|2024-12-31
USD|AUD|2023-11-29|SPOT|1.44591000|TREASURY|N|ORA_ERP|WWI_GEN|2024-12-31|WWI_GEN|2024-12-31
USD|CAD|2023-11-29|SPOT|1.34145700|TREASURY|N|ORA_ERP|WWI_GEN|2024-12-31|WWI_GEN|2024-12-31
USD|EUR|2023-11-29|SPOT|0.88559500|TREASURY|N|ORA_ERP|WWI_GEN|2024-12-31|WWI_GEN|2024-12-31
USD|GBP|2023-11-29|SPOT|0.77367600|TREASURY|N|ORA_ERP|WWI_GEN|2024-12-31|WWI_GEN|2024-12-31
